,Case Number,Date,Year,Type,Country,Area,Location,Activity,Name,Sex ,Age,Injury,Fatal,Time,Species ,Investigator or Source,pdf,href formula,href,Case Number.1,Case Number.2,original order,Unnamed: 22,Unnamed: 23
3945,1960.12.01,01-Dec-1960,1960,Unprovoked,australia,Queensland,"Colledge's Crossing, Brisbane River",fishing,male,M,25.0,bitten & survived,False,Unknown,Unknown,"Sunday Mail, 3/27/1994, p.107",1960.12.01-BrisbaneRiver.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1960.12.01-BrisbaneRiver.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1960.12.01-BrisbaneRiver.pdf,1960.12.01,1960.12.01,2358.0,unknown,unknown
3946,1960.11.27,27-Nov-1960,1960,Unprovoked,australia,Queensland,"Blacks Beach, 9 miles north of Mackay",swimming,Harry Bicknell,M,41.0,right shoulder lacerated,False,Unknown,Unknown,"Daily Mercury (Mackay), 11/28/1960 ",1960.11.27-Bicknell.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1960.11.27-Bicknell.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1960.11.27-Bicknell.pdf,1960.11.27,1960.11.27,2357.0,unknown,unknown
3947,1960.11.22,22-Nov-1960,1960,Invalid,usa,Florida,"Hutchinson Island Beach, Martin County","fell overboard, prop slashed arm",Sarah Peggy Sargent,F,51.0,"fatal, probable drowning & post mortem scavenging",False,Unknown,Shark involvement prior to death was not confirmed,"News-Tribune (Fort Pierce, FL], 11/27/1960; SAF Case #803",1960.11.22-Sargent.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1960.11.22-Sargent.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1960.11.22-Sargent.pdf,1960.11.22,1960.11.22,2356.0,unknown,unknown
3948,1960.11.11,11-Nov-1960,1960,Provoked,australia,Queensland,"Scotts Point, Redcliffe Peninsula",chasing shark out of bathing area while riding on a surf-ski,Ken OConnell,M,17.0,"shark knocked him off surf-ski, he inhaled water & had to be resuscitated provoked incident",False,Unknown,Unknown,"Courier-Mail (Queensland), 11/12/1960; L. Schultz & M. Malin, p.547 ",1960.11.11-O'Connell.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1960.11.11-O'Connell.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1960.11.11-O'Connell.pdf,1960.11.11,1960.11.11,2355.0,unknown,unknown
3949,1960.11.06,06-Nov-1960,1960,Unprovoked,australia,Western Australia,Hamelin Bay,"spearfishing, speared fish retreated to cave where shark grabbed his arm",Don Morrissey,M,24.0,scratches on right upper arm,False,Unknown,Unknown,"The West Australian (Perth), 11/7/1960;   V.M. Coppleson (1962), p.252 ",1960.11.06-Morrissey.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1960.11.06-Morrissey.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1960.11.06-Morrissey.pdf,1960.11.06,1960.11.06,2354.0,unknown,unknown
3950,1960.11.00.d,Nov-1960,1960,Boat,south africa,Western Cape Province,"5 km from Gordons Bay, False Bay",hand lining for shad,"7.5 m boat, occupants: 8 men",M,25.0,"no injury to occupants, shark bit 45 cm hole in hull",False,Unknown,White shark (tooth fragments recovered from hull of boat),"D. Davies; T. Wallett, p.27-30",1960.11.00.d-GordonsBay.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1960.11.00.d-GordonsBay.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1960.11.00.d-GordonsBay.pdf,1960.11.00.d,1960.11.00.d,2353.0,unknown,unknown
3951,1960.11.00.c,Nov-1960,1960,Provoked,new guinea,Western District,Toro Passage,nan,Fisheries trainee,M,25.0,left wrist bitten by netted shark placed in bottom of dinghy provoked incident,False,Unknown,Unknown,"A.M. Rapson, p.147",1960.11.00.c-ToroPassage.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1960.11.00.c-ToroPassage.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1960.11.00.c-ToroPassage.pdf,1960.11.00.c,1960.11.00.c,2352.0,unknown,unknown
3952,1960.11.00.b,Nov-1960,1960,Unprovoked,papua new guinea,Central Province,Abau Subdistrict,fishing,male,M,25.0,"fatal, severely bitten genitals & thighs ",True,Unknown,Unknown,"A. Bleakley; A.M. Rapson, p.150 ",1960.11.00.b-Fisherman.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1960.11.00.b-Fisherman.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1960.11.00.b-Fisherman.pdf,1960.11.00.b,1960.11.00.b,2351.0,unknown,unknown
3953,1960.10.25,25-Oct-1960,1960,Sea Disaster,usa,California,"Off Point Mugu, Ventura County",ejected from f3h-2 aircraft ,"Lt Cmdr. Lawrence Ernest Scheer USN, pilot",M,36.0,"no injury, shark hit his foot & circled",False,Unknown,Unknown,"US Naval Aviation Safety Center; L. Schultz & M. Malin, p.562",1960.10.25-Scheer.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1960.10.25-Scheer.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1960.10.25-Scheer.pdf,1960.10.25,1960.10.25,2350.0,unknown,unknown
3954,1960.10.24,24-Oct-1960,1960,Boat,south africa,Western Cape Province,"Jacobs Bay Reef, Saldanha Bay",fishing for rock lobsters,"boat, occupants: 2 fishermen",M,25.0,"no injury to occupants, shark rammed & bit  boat",False,Unknown,Unknown," D. Davies, p.185; Natal Daily News, 10/25/1960; Natal Witness, 10/26/1960",1960.10.24-JacobsBayfishermen.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1960.10.24-JacobsBayfishermen.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1960.10.24-JacobsBayfishermen.pdf,1960.10.24,1960.10.24,2349.0,unknown,unknown
3955,1960.10.02,01-Oct-1960,1960,Invalid,australia,New South Wales,North Head,fishing,B. Hooper ,M,24.0,"swept off rocks & presumed to have drowned, shark seen in area",False,Unknown,Shark involvement not confirmed,"Letter from L. Schultz to G. P. Whitley, dated 2/24/1961",1960.10.02-NV-Hooper.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1960.10.02-NV-Hooper.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1960.10.02-NV-Hooper.pdf,1960.10.02,1960.10.02,2348.0,unknown,unknown
3956,1960.10.00.e,Oct-1960,1960,Unprovoked,papua new guinea,New Britain,"East Nakanai, Talasea",collecting shells,John Doe,M,26.0,injuries to leg & foot,False,Unknown,Unknown,"A.M. Rapson, p.149",1960.10.00.e-Talasea.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1960.10.00.e-Talasea.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1960.10.00.e-Talasea.pdf,1960.10.00.e,1960.10.00.e,2347.0,unknown,unknown
3957,1960.10.00.d,Oct-1960,1960,Sea Disaster,red sea / indian ocean,Enroute from Suez to Aden (Yemen),Unknown,cargo ship el gamil entroute suez to yemen (aden) when her cargo shifted and she sank. 19 egyption sailors jumped into the water and swam for several hours before being bitten by sharks,John Doe,M,25.0,"sharks attacked sailors in the water, several survivors picked up",True,Unknown,Unknown,"V.M. Coppleson (1962), p.260",1960.10.00.d-El-Gamil.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1960.10.00.d-El-Gamil.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1960.10.00.d-El-Gamil.pdf,1960.10.00.d,1960.10.00.d,2346.0,unknown,unknown
3958,1960.10.00.c,Oct-1960,1960,Invalid,usa,Florida,Haulover Inlet,diving,John Taylor Wilson,M,25.0,"apparently went missing while diving. helicopter searching for him spotted school of sharks attacking a ""white object"" 15' below the surface",False,Unknown,Questionable incident,"Miami Herald, 10/18/1960",1960.10.00.c-Wilson.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1960.10.00.c-Wilson.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1960.10.00.c-Wilson.pdf,1960.10.00.c,1960.10.00.c,2345.0,unknown,unknown
3959,1960.10.00.b,Oct-1960,1960,Boat,south africa,Western Cape Province,False Bay,fishing,boat,M,25.0,"shark rammed boat, breaching its hull",False,Unknown,Unknown,T. Wallett,1960.10.00.b-Gordon'sBayBoat.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1960.10.00.b-Gordon'sBayBoat.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1960.10.00.b-Gordon'sBayBoat.pdf,1960.10.00.b,1960.10.00.b,2344.0,unknown,unknown
3960,1960.10.00.a,Oct-1960,1960,Invalid,johnston island,johnston island,Unknown,"free diving / photography, kneeling on sand",Raymond F. McAllister,M,37.0,"no injury, shark made threat display",False,Unknown,Invalid,R. McAllister; SAF ISAF Case #958,1960.10.00.a-McAllister.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1960.10.00.a-McAllister.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1960.10.00.a-McAllister.pdf,1960.10.00.a,1960.10.00.a,2343.0,unknown,unknown
3961,1960.09.24,24-Sep-1960,1960,Provoked,usa,South Carolina,"Atlantic Beach, Horry County",fishing inside net,Theldon Gore,M,25.0,"multiple superficial lacerations of leg, arm & hand provoked incident",False,Unknown,Unknown,"News (Lancaster, SC), 10/3/1960; H.D. Baldridge, p.142",1960.09.24-Gore.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1960.09.24-Gore.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1960.09.24-Gore.pdf,1960.09.24,1960.09.24,2342.0,unknown,unknown
3962,1960.09.22,22-Sep-1960,1960,Sea Disaster,pacific ocean,180 miles southeast of Okinawa,Unknown,r5d aircraft went down with 29 on board,male,M,25.0,one body sighted but not recovered due to shark activity,False,Unknown,Unknown,"US Naval Aviation Safety Center; L. Schultz & M. Malin, p.562",1960.09.22-R5Daircraft.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1960.09.22-R5Daircraft.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1960.09.22-R5Daircraft.pdf,1960.09.22,1960.09.22,2341.0,unknown,unknown
3963,1960.09.18,18-Sep-1960,1960,Boat,australia,Western Australia,Frenchman Bay,nan,12' dinghy,M,25.0,"no injury to occupants, toothmarks on bottom & side of dinghy",False,Unknown,Unknown,P.W. Gilbert,1960.09.18-Dinghy.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1960.09.18-Dinghy.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1960.09.18-Dinghy.pdf,1960.09.18,1960.09.18,2340.0,unknown,unknown
3964,1960.09.02,02-Sep-1960,1960,Invalid,marshall islands,Eniwetok Atoll,Lagoon along Sand Island,free diving / spearfishing,E.S. Hobson ,M,25.0,"no injury, shark made a threat display",False,Unknown,Invalid,E.S. Hobson; SAF ISAF Case #955,1960.09.02-E.S.Hobson.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1960.09.02-E.S.Hobson.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1960.09.02-E.S.Hobson.pdf,1960.09.02,1960.09.02,2339.0,unknown,unknown
3965,1960.09.01,01-Sep-1960,1960,Invalid,marshall islands,Eniwetok Atoll,Parry Island,free diving / spearfishing,F. Mautin,M,25.0,"no injury, shark made a threat display",False,Unknown,Invalid,E.S. Hobson; ISAF Case #954,1960.09.01-Mautin.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1960.09.01-Mautin.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1960.09.01-Mautin.pdf,1960.09.01,1960.09.01,2338.0,unknown,unknown
3966,1960.08.30,30-Aug-1960,1960,Unprovoked,usa,New Jersey,"Ocean City, Cape May County",swimming 3 miles offshore,Richard Chung,M,25.0,right leg severely lacerated,False,Unknown,Unknown,"R. Chung; Dr. Godfrey; V.M. Coppleson (1962), p.249;   R. Skocik, p.172",1960.08.30-Chung.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1960.08.30-Chung.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1960.08.30-Chung.pdf,1960.08.30,1960.08.30,2337.0,unknown,unknown
3967,1960.08.29,29-Aug-1960,1960,Sea Disaster,senegal,Cap-Vert Peninsula,off Dakar,air disaster: crash of air france super constellation ,John Doe,M,25.0,all 63 on board perished when the aircraft hit the water. sharks hampered retrieval of bodies,True,Unknown,Unknown,"The Daily Telegram (Colombus, 8/30/1960, p.3",1960.08.29-Senegal.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1960.08.29-Senegal.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1960.08.29-Senegal.pdf,1960.08.29,1960.08.29,2336.0,unknown,unknown
3968,1960.08.25,25-Aug-1960,1960,Invalid,usa,Texas,30 miles east of Corpus Christi,aircraft crashed into sea,Naval aviator,M,25.0,"partial human remains spotted by helicopter, shark involvement, if any, may have been post-mortum",False,Unknown,Shark involvement prior to death was not confirmed,"US Naval  Aviation Safety Center; L. Schultz & M. Malin, p.558; SAF Case #1013",1960.08.25-NavalAviator.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1960.08.25-NavalAviator.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1960.08.25-NavalAviator.pdf,1960.08.25,1960.08.25,2335.0,unknown,unknown
3969,1960.08.24,24-Aug-1960,1960,Unprovoked,usa,Connecticut,"Off Eames Monument, Bridgeport, Fairfield County",free diving,Clyde Trudeau,M,38.0,superficial laceration of left arm,False,Unknown,Unknown,M. McMahon,1960.08.24-Trudeau.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1960.08.24-Trudeau.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1960.08.24-Trudeau.pdf,1960.08.24,1960.08.24,2334.0,unknown,unknown
3970,1960.08.22.R.,Reported 22-Aug-1960,1960,Unprovoked,papua new guinea,Milne Bay Province,Unknown,free-diving,"""a native""",M,25.0,lost left arm,False,Unknown,Unknown,"The Age, 8/22/1960",1960.08.22.R-Milne-PNG.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1960.08.22.R-Milne-PNG.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1960.08.22.R-Milne-PNG.pdf,1960.08.22.R.,1960.08.22.R.,2333.0,unknown,unknown
3971,1960.08.22,22-Aug-1960,1960,Unprovoked,usa,New Jersey,"Seaside Park, Ocean County",nan,Thomas McDonald,M,14.0,knee ripped to bone,False,Unknown,Unknown,"T. Helm, p.250; R. Skocik, p.172",1960.08.22.a-McDonald.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1960.08.22.a-McDonald.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1960.08.22.a-McDonald.pdf,1960.08.22,1960.08.22,2332.0,unknown,unknown
3972,1960.08.21,21-Aug-1960,1960,Unprovoked,usa,New Jersey,"Sea Girt, Monmouth County",standing in knee-deep water,John Brodeur,M,24.0,"lower right leg bitten, surgically amputated 10 days later",False,Unknown,Unknown,"C. G. Samaha, M.D., J. Filoramo;  H. Axelrod; R. Skocik, p.172;",1960.08.21-Brodeur.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1960.08.21-Brodeur.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1960.08.21-Brodeur.pdf,1960.08.21,1960.08.21,2331.0,unknown,unknown
3973,1960.08.14,14-Aug-1960,1960,Invalid,mozambique,Delagoa Bay,Bella Vista,boat with 46 people on board capsized,John Doe,M,25.0,1  survivor,False,Unknown,Shark involvement not confirmed,"L. Schultz & M. Malin, p.563; SAF Case #760",1960.08.14-NV-Mozambique.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1960.08.14-NV-Mozambique.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1960.08.14-NV-Mozambique.pdf,1960.08.14,1960.08.14,2330.0,unknown,unknown
3974,1960.08.10,10-Aug-1960,1960,Provoked,usa,Florida,Key Largo Sound,holding shark on leader & dangling it above the water,Richard Henn,M,15.0,right hand bitten by hooked shark provoked incident,False,Unknown,Unknown,D. Mayo; V. Springer,1960.08.10-Henn.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1960.08.10-Henn.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1960.08.10-Henn.pdf,1960.08.10,1960.08.10,2329.0,unknown,unknown
3975,1960.08.04.b,04-Aug-1960,1960,Provoked,england,In the English Channel ,Off the south Devon coast,helping angler land a shark,William Capel,M,25.0,arm lacerated elbow to wrist provoked incident,False,Unknown,Unknown,"Newcastle Morning Herald (NSW, Australia), 8/6/1960; Japan Times, 8/6/1960; H.D. Baldridge, p.15",1960.08.04.b-Capel.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1960.08.04.b-Capel.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1960.08.04.b-Capel.pdf,1960.08.04.b,1960.08.04.b,2328.0,unknown,unknown
3976,1960.08.04.a,04-Aug-1960,1960,Unprovoked,usa,Delaware,"Mispillion Light, Delaware Bay","fishing, struck by another shark when removing shark from line",Russell  Saylor,M,46.0,hand lacerated,False,Unknown,Unknown,"Index (Dover, Delaware), 8/12/1960; V.M. Coppleson (1962), p.249;",1960.08.04.a-Saylor.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1960.08.04.a-Saylor.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1960.08.04.a-Saylor.pdf,1960.08.04.a,1960.08.04.a,2327.0,unknown,unknown
3977,1960.08.00,Aug-1960,1960,Unprovoked,usa,South Carolina,Parris Island,swimming from camp,Young Marine recruit,M,25.0,fatal,True,Unknown,Unknown,"V.M. Coppleson (1962), p.249",1960.08.00-marine.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1960.08.00-marine.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1960.08.00-marine.pdf,1960.08.00,1960.08.00,2326.0,unknown,unknown
3978,1960.07.27,27-Jul-1960,1960,Unprovoked,papua new guinea,Milne Bay Province,"Taupota, Samarai ",spearfishing,John Klaso,M,25.0,"arm severed, torso severely  lacerated",False,Unknown,Unknown,"L.C. Yelland; I.S. Reid; A.M. Rapson, p.150",1960.07.27-Klaso.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1960.07.27-Klaso.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1960.07.27-Klaso.pdf,1960.07.27,1960.07.27,2325.0,unknown,unknown
3979,1960.07.05,05-Jul-1960,1960,Unprovoked,usa,Mississippi,Mississippi City,pulling raft out to ride to shore,"Henry Hanson, Jr.",M,17.0,leg bitten,False,Unknown,Unknown,"V.M. Coppleson (1962), p.249",1960.07.05-Hanson.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1960.07.05-Hanson.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1960.07.05-Hanson.pdf,1960.07.05,1960.07.05,2324.0,unknown,unknown
3980,1960.07.03,03-Jul-1960,1960,Provoked,usa,Virginia,Hog Island,"fishing, tossing netted shark onboard",Elsworth Smith,M,41.0,right arm bitten  provoked incident,False,Unknown,"""sand shark""","Times (Salisbury, Maryland), 7/7/1960 ",1960.07.03-Smith.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1960.07.03-Smith.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1960.07.03-Smith.pdf,1960.07.03,1960.07.03,2323.0,unknown,unknown
3981,1960.07.02.a,02-Jul-1960,1960,Unprovoked,papua new guinea,Madang,"Bimat, Bogia",fishing,an Aid Post orderly,M,25.0,right buttock slashed,False,Unknown,Unknown,"A.M. Rapson, p.150",1960.07.02-Orderly.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1960.07.02-Orderly.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1960.07.02-Orderly.pdf,1960.07.02.a,1960.07.02.a,2322.0,unknown,unknown
3982,1960.06.29,29-Jun-1960,1960,Provoked,usa,South Carolina,"Little River Beach, Horry County",surf fishing,Monte Gray,M,25.0,"lacerations to calf, wrist & thumb by hooked shark. provoked incident",False,Unknown,Unknown,"C. Creswell, GSAF; Florence Morning News 6/30/1960",1960.06.29-Gray.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1960.06.29-Gray.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1960.06.29-Gray.pdf,1960.06.29,1960.06.29,2321.0,unknown,unknown
3983,1960.06.27.b,27-Jun-1960,1960,Provoked,new zealand,Cook Strait,Tory Channel,shark fishing,boat (a whale chaser),M,25.0,harpooned shark bit boat provoked incident,False,Unknown,Unknown,"The Age, 6/28/1960; SAF Case #772",1960.06.27-b-Harpooned-shark.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1960.06.27-b-Harpooned-shark.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1960.06.27-b-Harpooned-shark.pdf,1960.06.27.b,1960.06.27.b,2320.0,unknown,unknown
3984,1960.06.27.a,27-Jun-1960,1960,Provoked,north sea,"Unknown, treated at Wick, SCOTLAND","On board  East German fishing trawler, I Mai",fishing,Hans Yoachim Schapper,M,18.0,right arm bitten by shark taken onboard in net provoked incident,False,Unknown,"""A small shark""","Edinburg Evening News, 7/6/1960; Dundee Evening Telegraph, 7/6/1960; H.D. Baldridge, p.14; Clark, p.209",1960.06.27.a-Schapper.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1960.06.27.a-Schapper.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1960.06.27.a-Schapper.pdf,1960.06.27.a,1960.06.27.a,2319.0,unknown,unknown
3985,1960.06.24,24-Jun-1960,1960,Unprovoked,usa,Florida,"2 miles east of Dania Beach, Broward County",scuba diving,William F. Fey,M,39.0,"no injury, shark harrassed diver & attempted to bite his swimfins",False,Unknown,Unknown,W.F. Fey,1960.06.24-Fey.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1960.06.24-Fey.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1960.06.24-Fey.pdf,1960.06.24,1960.06.24,2318.0,unknown,unknown
3986,1960.06.07,07-Jun-1960,1960,Invalid,usa,California,"10 miles off Santa Barbara, Santa Barbara County","testing classified underwater electronic gear for raytheon corporation, vessel torn apart by explosion","Paul Timothy Lovette, Dr. Neal Beardsley, James C. Russell, Harold H. Mackie, Dale Howard & Diego J. Terres on 42' Navy craft, Marie",M,37.0,"legs & arms bitten, coroner unable to determine if injuries occurred before death.",False,Unknown,Shark involvement prior to death was not confirmed,"L.A. Times, 6/10/1960; L. Schultz & M. Malin, p.560; SAF Case #724",1960.06.07-Raytheon.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1960.06.07-Raytheon.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1960.06.07-Raytheon.pdf,1960.06.07,1960.06.07,2317.0,unknown,unknown
3987,1960.06.05,05-Jun-1960,1960,Unprovoked,philippines,Corregidor Island,Unknown,"diving for shells, saw shark circling wife near the surface, intercepted shark & it pulled him beneath the water",Leonardo Mendoza,M,58.0,"fatal, body not recovered",True,Unknown,Unknown,"Manila Daily Bulletin 6/6/1960; V.M. Coppleson (1962), p.254 ",1960.06.05-Mendoza.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1960.06.05-Mendoza.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1960.06.05-Mendoza.pdf,1960.06.05,1960.06.05,2316.0,unknown,unknown
3988,1960.06.04,04-Jun-1960,1960,Unprovoked,usa,Georgia,"North picnic area, Jekyll Island, Glynn County",swimming,"John William Jones, an Ensign in US Navy",M,24.0,lower left leg & foot bitten,False,Unknown,Unknown,"W. L. Jones, M.D.; SAF Cases # 897 & 1476",1960.06.04-Jones.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1960.06.04-Jones.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1960.06.04-Jones.pdf,1960.06.04,1960.06.04,2315.0,unknown,unknown
3989,1960.05.29,29-May-1960,1960,Unprovoked,panama,San Blas Islands,Off Diable Island,"spearfishing, free diving, possibly ascended into path of cruising shark",Eddie Dawkins,M,27.0,face lacerated,False,Unknown,Unknown,"E. Dawkins, M.D.",1960.05.29-Dawkins.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1960.05.29-Dawkins.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1960.05.29-Dawkins.pdf,1960.05.29,1960.05.29,2314.0,unknown,unknown
3990,1960.05.24,24-May-1960,1960,Unprovoked,bermuda,Paget,Elbow Beach /  Coral Beach,free diving but treading water at surface,Louis Goiran,M,25.0,foot bitten,False,Unknown,Unknown,"L.Goiran; S. Waterman; Royal Gazette (Hamilton, Bermuda), 5/25/1960; V.M. Coppleson (1962), p.246; Randall in Sharks & Survival, p.354",1960.05.24-Goiran.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1960.05.24-Goiran.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1960.05.24-Goiran.pdf,1960.05.24,1960.05.24,2313.0,unknown,unknown
3991,1960.05.19,19-May-1960,1960,Unprovoked,usa,California,"Aptos, Santa Cruz County",swimming ,Suzanne Marie Theriot,F,16.0,"left leg bitten, surgically amputated below the knee",False,Unknown,Unknown,"D. Miller & R. Collier; R. Collier, pp.31-32; V.M. Coppleson (1962), p.249; H.D. Baldridge, p.71  ",1960.05.19-Theriot_Collier.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1960.05.19-Theriot_Collier.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1960.05.19-Theriot_Collier.pdf,1960.05.19,1960.05.19,2312.0,unknown,unknown
3992,1960.05.16,16-May-1960,1960,Provoked,usa,Florida,"Lignum Vitae Channel, Florida Keys, Monroe County",nan,"16' skiff, occupant: W.A. Starck, II",M,25.0,"no injury, harpooned shark bit hull, leaving tooth fragments. provoked incident",False,Unknown,Unknown,"Randall in Sharks and Survival, p.351  Note: Stark's boat also rammed by shark a lemon shark several years earlier",1960.05.16-Starck-boat.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1960.05.16-Starck-boat.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1960.05.16-Starck-boat.pdf,1960.05.16,1960.05.16,2311.0,unknown,unknown
3993,1960.05.01,01-May-1960,1960,Unprovoked,papua new guinea,Madang,Taludig,nan,Anonymous,M,25.0,fatal,True,Unknown,Unknown,"A.M. Rapson, p.150",1960.05.01-Taludig.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1960.05.01-Taludig.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1960.05.01-Taludig.pdf,1960.05.01,1960.05.01,2310.0,unknown,unknown
3994,1960.04.30,30-Apr-1960,1960,Unprovoked,south africa,KwaZulu-Natal,Amanzimtoti,treading water,Mike Hely,M,16.0,multiple major injuries,False,Unknown,Unknown,"M. Hely, E. Kerns, M. Levine, GSAF;  G.D. Campbell; D. Davies, pp.102-108; Tim Wallett",1960.04.30-Hely.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1960.04.30-Hely.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1960.04.30-Hely.pdf,1960.04.30,1960.04.30,2309.0,unknown,unknown
